,Input ordering,Input size,Run number,Sorting algorithm,Time
612,random,1000000,4,Quicksort,14.289544400000523
613,random,1000000,5,Quicksort,14.303693300000305
614,random,1000000,6,Quicksort,14.639009000000442
615,random,1000000,7,Quicksort,14.299143000000186
616,random,1000000,1,Built-in Python,1.590910700000677
617,random,1000000,2,Built-in Python,1.5349624000009499
618,random,1000000,3,Built-in Python,1.5338766999993823
619,random,1000000,4,Built-in Python,1.5294505999991088
620,random,1000000,5,Built-in Python,1.5379682999991928
621,random,1000000,6,Built-in Python,1.5347589000011794
622,random,1000000,7,Built-in Python,1.5333076000006258
623,random,1000000,1,Numpy,0.3540694999992411
624,random,1000000,2,Numpy,0.35241210000094725
625,random,1000000,3,Numpy,0.3534490000001824
626,random,1000000,4,Numpy,0.3520416999999725
627,random,1000000,5,Numpy,0.35506619999978284
628,random,1000000,6,Numpy,0.3532305000007909
629,random,1000000,7,Numpy,0.3514958000014303
630,random,10000000,1,Merge sort,182.26493830000072
631,random,10000000,2,Merge sort,182.15592499999912
632,random,10000000,3,Merge sort,182.10967100000198
633,random,10000000,4,Merge sort,182.2519629999988
634,random,10000000,5,Merge sort,182.98370559999967
635,random,10000000,6,Merge sort,181.99076979999882
636,random,10000000,7,Merge sort,183.60479660000055
637,random,10000000,1,Heapsort,467.68334360000154
638,random,10000000,2,Heapsort,466.03884200000175
639,random,10000000,3,Heapsort,465.314194999999
640,random,10000000,4,Heapsort,466.4092230000024
641,random,10000000,5,Heapsort,466.9826546999975
642,random,10000000,6,Heapsort,468.3901705999997
643,random,10000000,7,Heapsort,466.17128539999976
644,random,10000000,1,Quicksort,164.8982360000009
645,random,10000000,2,Quicksort,164.57376950000253
646,random,10000000,3,Quicksort,164.11850989999948
647,random,10000000,4,Quicksort,164.3597688000009
648,random,10000000,5,Quicksort,164.3581962999997
649,random,10000000,6,Quicksort,164.21847329999946
650,random,10000000,7,Quicksort,165.81648629999836
651,random,10000000,1,Built-in Python,23.14335740000024
652,random,10000000,2,Built-in Python,22.25714330000119
653,random,10000000,3,Built-in Python,22.289504600001237
654,random,10000000,4,Built-in Python,22.117461699999694
655,random,10000000,5,Built-in Python,22.16361340000003
656,random,10000000,6,Built-in Python,22.154462100003002
657,random,10000000,7,Built-in Python,22.256416799998988
658,random,10000000,1,Numpy,2.09015879999788
659,random,10000000,2,Numpy,2.0837041000013414
660,random,10000000,3,Numpy,1.9114683999978297
661,random,10000000,4,Numpy,1.899690999998711
662,random,10000000,5,Numpy,1.9529775000009977
663,random,10000000,6,Numpy,2.0736166999995476
664,random,10000000,7,Numpy,2.0988767000017106
